"::1","-","-","[02/Feb/2019:11:34:16","+0530]","\"GET","/phpmyadmin/phpmyadmin.css.php?nocache=4634171511ltr&server=1","HTTP/1.1\"","200","20760"
"::1","-","-","[02/Feb/2019:11:34:16","+0530]","""GET","/phpmyadmin/js/whitelist.php?v=4.8.4","HTTP/1.1""","200","57"
"::1","-","-","[02/Feb/2019:11:34:23","+0530]","""GET","/phpmyadmin/js/cross_framing_protection.js?v=4.8.4","HTTP/1.1""","200","471"
"::1","-","-","[02/Feb/2019:11:34:23","+0530]","""GET","/phpmyadmin/js/messages.php?l=en&v=4.8.4","HTTP/1.1""","200","8822"
"::1","-","-","[02/Feb/2019:11:34:26","+0530]","""GET","/phpmyadmin/themes/dot.gif","HTTP/1.1""","200","43"
"::1","-","-","[02/Feb/2019:11:34:28","+0530]","""GET","/phpmyadmin/themes/pmahomme/img/b_help.png","HTTP/1.1""","200","705"
"::1","-","-","[02/Feb/2019:11:35:00","+0530]","""POST","/phpmyadmin/index.php","HTTP/1.1""","200","3583"
"::1","-","-","[02/Feb/2019:11:35:03","+0530]","""GET","/phpmyadmin/themes/pmahomme/img/s_error.png","HTTP/1.1""","200","614"
"::1","-","-","[02/Feb/2019:11:35:06","+0530]","""POST","/phpmyadmin/index.php","HTTP/1.1""","200","3579"
"::1","-","-","[02/Feb/2019:11:35:30","+0530]","""POST","/phpmyadmin/index.php","HTTP/1.1""","200","3580"
"::1","-","-","[02/Feb/2019:11:35:35","+0530]","""POST","/phpmyadmin/index.php","HTTP/1.1""","200","3588"
"::1","-","-","[02/Feb/2019:11:36:05","+0530]","""POST","/phpmyadmin/index.php","HTTP/1.1""","200","3586"
"::1","-","-","[02/Feb/2019:11:38:08","+0530]","""GET","/phpmyadmin/","HTTP/1.1""","200","3472"
"::1","-","-","[02/Feb/2019:11:38:14","+0530]","""POST","/phpmyadmin/index.php","HTTP/1.1""","302","25"
"::1","-","-","[02/Feb/2019:11:38:15","+0530]","""GET","/phpmyadmin/index.php","HTTP/1.1""","200","12947"
"::1","-","-","[02/Feb/2019:11:38:23","+0530]","""GET","/phpmyadmin/themes/pmahomme/img/logo_left.png","HTTP/1.1""","200","2713"
"::1","-","-","[02/Feb/2019:11:38:22","+0530]","""GET","/phpmyadmin/phpmyadmin.css.php?nocache=6183259207ltr&server=1","HTTP/1.1""","200","20760"
"::1","-","-","[02/Feb/2019:11:38:23","+0530]","""GET","/phpmyadmin/themes/pmahomme/img/left_nav_bg.png","HTTP/1.1""","200","146"
"::1","-","-","[02/Feb/2019:11:38:23","+0530]","""GET","/phpmyadmin/themes/pmahomme/img/b_home.png","HTTP/1.1""","200","734"
"::1","-","-","[02/Feb/2019:11:38:23","+0530]","""GET","/phpmyadmin/themes/pmahomme/img/s_loggoff.png","HTTP/1.1""","200","626"
"::1","-","-","[02/Feb/2019:11:38:23","+0530]","""GET","/phpmyadmin/themes/pmahomme/img/b_sqlhelp.png","HTTP/1.1""","200","512"
"::1","-","-","[02/Feb/2019:11:38:23","+0530]","""GET","/phpmyadmin/themes/pmahomme/img/b_docs.png","HTTP/1.1""","200","705"
"::1","-","-","[02/Feb/2019:11:38:23","+0530]","""GET","/phpmyadmin/themes/pmahomme/img/s_reload.png","HTTP/1.1""","200","527"
"::1","-","-","[02/Feb/2019:11:38:23","+0530]","""GET","/phpmyadmin/themes/pmahomme/img/s_cog.png","HTTP/1.1""","200","442"
"::1","-","-","[02/Feb/2019:11:38:24","+0530]","""GET","/phpmyadmin/themes/pmahomme/img/ajax_clock_small.gif","HTTP/1.1""","200","1810"
"::1","-","-","[02/Feb/2019:11:38:24","+0530]","""GET","/phpmyadmin/themes/pmahomme/img/s_link.png","HTTP/1.1""","200","280"
"::1","-","-","[02/Feb/2019:11:38:24","+0530]","""GET","/phpmyadmin/themes/pmahomme/img/b_newdb.png","HTTP/1.1""","200","585"
"::1","-","-","[02/Feb/2019:11:38:24","+0530]","""GET","/phpmyadmin/themes/pmahomme/img/b_plus.png","HTTP/1.1""","200","143"
